location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Amarillo Texas A&M C,Amarillo,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,3.3,µg/m³,35.2006,-101.9083,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Detroit Lakes,BECKER,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,8,µg/m³,46.8511,-95.8467,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
MICMAC,AROOSTOOK,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,6.7,µg/m³,46.6964,-68.033096,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Aroostook Band of Micmacs""}]"
HU-Beltsville,Washington-Arlington-Alexandria,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,5,µg/m³,39.055302,-76.878304,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Lancaster,Coeur d'Alene,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,5,µg/m³,47.7889,-116.8044,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Marshall,Marshall,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,15,µg/m³,44.4572,-95.835,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Kingsport,Kingsport-Bristol-Bristol,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,11,µg/m³,36.5408,-82.5217,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tennessee Air Pollution Control Div.""}]"
Libby Courthouse,LINCOLN,US,2017-02-28T07:00:00.000Z,2017-02-28T00:00:00-07:00,pm25,33.7,µg/m³,48.3841,-115.548,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Clemmons Middle,Winston-Salem,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,10.6,µg/m³,36.0261,-80.3419,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Forsyth County Office of Environmental Assistance and Protection""}]"
Eagle Pass C319,Eagle Pass,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,18.2,µg/m³,28.704607,-100.451155,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Mobile-Wyandotte,OTTAWA,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,8,µg/m³,36.804669,-94.725024,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Cherokee Nation""}]"
Bellevue-SE 12th,KING,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,7.3,µg/m³,47.600863,-122.148397,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Cookeville,PUTNAM,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,5,µg/m³,36.1857,-85.4921,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tennessee Air Pollution Control Div.""}]"
Thousand Oaks - Moor,Oxnard-Thousand Oaks-Ventura,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,9,µg/m³,34.21,-118.8694,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ventura County  APCD""}]"
Ojai - Ojai Ave.,Oxnard-Thousand Oaks-Ventura,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,8,µg/m³,34.4483,-119.2303,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ventura County  APCD""}]"
Simi Valley - Cochra,Oxnard-Thousand Oaks-Ventura,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,11,µg/m³,34.2775,-118.6847,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ventura County  APCD""}]"
El Rio - Rio Mesa Sc,Oxnard-Thousand Oaks-Ventura,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,5,µg/m³,34.2653,-119.1336,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ventura County  APCD""}]"
Davis - UCD Campus,Sacramento--Arden-Arcade--Roseville,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,5,µg/m³,38.53455,-121.7734,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Danbury,Bridgeport-Stamford-Norwalk,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,18,µg/m³,41.4014,-73.4447,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Connecticut Dept. of Energy and Environmental Protection""}]"
KILLENS,Dover,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,5.6,µg/m³,38.9847,-75.5556,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Delaware Dept. of Natural Resources and Environment""}]"
SEAFORD,Seaford,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,8,µg/m³,38.6444,-75.6131,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Delaware Dept. of Natural Resources and Environment""}]"
GANDY,Tampa-St. Petersburg-Clearwater,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,10,µg/m³,27.8928,-82.5383,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hillsborough County - Tampa""}]"
Macon Forestry,Macon,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,3.2,µg/m³,32.8031,-83.5447,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Confederate Ave,Atlanta-Sandy Springs-Marietta,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,12,µg/m³,33.7206,-84.3578,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Gwinnett Tech,Atlanta-Sandy Springs-Marietta,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,12,µg/m³,33.9636,-84.0664,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Columbus Airport,Columbus,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,8.2,µg/m³,32.5214,-84.9436,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Augusta,Augusta-Richmond County,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,8.5,µg/m³,33.4333,-82.0219,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Honolulu,Honolulu,US,2017-02-28T07:00:00.000Z,2017-02-27T21:00:00-10:00,pm25,3,µg/m³,21.310301,-157.858093,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
SAND ISLAND 2 - ANUE,Honolulu,US,2017-02-28T07:00:00.000Z,2017-02-27T21:00:00-10:00,pm25,2,µg/m³,21.3039,-157.8711,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
Pocatello Garrett an,Pocatello,US,2017-02-28T07:00:00.000Z,2017-02-28T00:00:00-07:00,pm25,1.8,µg/m³,42.876701,-112.460297,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
ALSIP,Chicago-Naperville-Joliet,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,10,µg/m³,41.6708,-87.7325,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
NORTHBRK,Chicago-Naperville-Joliet,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,17.4,µg/m³,42.1406,-87.7994,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
CARY,Chicago-Naperville-Joliet,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,13.5,µg/m³,42.2211,-88.2411,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
DECATUR,Decatur,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,12.2,µg/m³,39.8669,-88.9256,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
East St. Louis,St. Louis,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,12.2,µg/m³,38.611893,-90.160614,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
BRAIDWD,Chicago-Naperville-Joliet,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,12.6,µg/m³,41.2222,-88.1906,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
"Clinton, Rainbow Par",Clinton,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,10,µg/m³,41.875,-90.177498,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Iowa DNR""}]"
"Emmetsburg, ILCC",PALO ALTO,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,13,µg/m³,43.123299,-94.693298,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Iowa DNR""}]"
WHlthDpt,Wichita,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,13.1,µg/m³,37.7011,-97.3139,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Kansas Dept. of Health and Environment""}]"
Mammoth Cave NP,Bowling Green,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,6.6,µg/m³,37.1314,-86.1481,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""National Park Service""}]"
BASKETT,Evansville,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,11.7,µg/m³,37.8714,-87.4633,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Kentucky DEP""}]"
BATES,Louisville,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,7.8,µg/m³,38.1372,-85.5783,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisville Metro Air Pollution Control District""}]"
WATSON,Louisville,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,10.7,µg/m³,38.0608,-85.8961,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisville Metro Air Pollution Control District""}]"
HAZ2,PERRY,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,9.3,µg/m³,37.2831,-83.2203,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Kentucky DEP""}]"
PIKE2001,PIKE,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,10.7,µg/m³,37.4828,-82.5353,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Kentucky DEP""}]"
Shreveport Airport,Shreveport-Bossier City,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,6.6,µg/m³,32.5364,-93.7492,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisiana Department of Environmental Quality""}]"
Capitol,Baton Rouge,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,7.1,µg/m³,30.4622,-91.1769,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisiana Department of Environmental Quality""}]"
Kenner,New Orleans-Metairie-Kenner,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,7.9,µg/m³,30.0411,-90.2728,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisiana Department of Environmental Quality""}]"
French Settlement,Baton Rouge,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,10.6,µg/m³,30.315,-90.8114,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisiana Department of Environmental Quality""}]"
Padonia,Baltimore-Towson,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,3,µg/m³,39.462002,-76.631599,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Fair Hill,Philadelphia-Camden-Wilmington,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,8,µg/m³,39.701099,-75.860001,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Edgewood,Baltimore-Towson,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,4,µg/m³,39.41,-76.2967,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Millington,KENT,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,6,µg/m³,39.305199,-75.797203,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Rockville,Washington-Arlington-Alexandria,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,9,µg/m³,39.114399,-77.106903,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Hagerstown,Hagerstown-Martinsburg,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,12,µg/m³,39.565601,-77.721901,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Oldtown,Baltimore-Towson,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,7,µg/m³,39.2981,-76.604698,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
FLINT,Flint,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,12.4,µg/m³,43.0289,-83.669403,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
LANSING,Lansing-East Lansing,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,12.7,µg/m³,42.737499,-84.536102,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
KALAMAZOO,Kalamazoo-Portage,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,11.1,µg/m³,42.2781,-85.5419,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
GRAND RAPIDS,Grand Rapids-Wyoming,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,12.1,µg/m³,42.984699,-85.671097,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
TECUMSEH,Adrian,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,9.2,µg/m³,41.995602,-83.946701,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
HOUGHTON LAKE,Cadillac,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,10.6,µg/m³,44.3106,-84.891899,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
PORT HURON,Detroit-Warren-Livonia,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,8.7,µg/m³,42.9533,-82.4564,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
YPSILANTI,Ann Arbor,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,11.6,µg/m³,42.24,-83.5997,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
ALLEN PARK,Detroit-Warren-Livonia,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,1.1,µg/m³,42.2283,-83.2092,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
Blaine,Minneapolis-St. Paul-Bloomington,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,14,µg/m³,45.1425,-93.2139,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Ely,LAKE,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,4,µg/m³,47.9464,-91.4953,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
HERNANDO,Memphis,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,5.6,µg/m³,34.8275,-89.9889,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mississippi DEQ""}]"
GPORT YC,Gulfport-Biloxi,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,10.6,µg/m³,30.39,-89.0497,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mississippi DEQ""}]"
NCORE,Omaha-Council Bluffs,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,15,µg/m³,41.2474,-95.9731,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Douglas County Health Department (Omaha)""}]"
Jean,Las Vegas-Paradise,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,2.2,µg/m³,35.785672,-115.357047,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Clark County Department of Air Quality""}]"
J. D. Smith,Las Vegas-Paradise,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,7,µg/m³,36.191261,-115.122931,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Clark County Department of Air Quality""}]"
Keene,Keene,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,24,µg/m³,42.930521,-72.272332,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Hampshire Dept. of Environmental Services""}]"
Millville,Vineland-Millville-Bridgeton,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,0.3,µg/m³,39.422272,-75.0252,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Flemington,New York-Northern New Jersey-Long Island,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,9.3,µg/m³,40.515251,-74.806755,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Rider University,Trenton-Ewing,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,10.9,µg/m³,40.283092,-74.742645,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Rutgers University,New York-Northern New Jersey-Long Island,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,9.4,µg/m³,40.462181,-74.429436,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Elizabeth Trailer,New York-Northern New Jersey-Long Island,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,15.1,µg/m³,40.641441,-74.208366,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Del Norte,Albuquerque,US,2017-02-28T07:00:00.000Z,2017-02-28T00:00:00-07:00,pm25,5.4,µg/m³,35.1353,-106.584702,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Albuquerque Environmental Health Department""}]"
NORMAL,Bloomington-Normal,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,12.8,µg/m³,40.5169,-88.9975,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
Cedrbluf,TREGO,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,0.2,µg/m³,38.7703,-99.7636,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Kansas Dept. of Health and Environment""}]"
WY/KC,Kansas City,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,12.4,µg/m³,39.1175,-94.6356,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Kansas Dept. of Health and Environment""}]"
NEWG,Philadelphia-Camden-Wilmington,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,12.9,µg/m³,39.8344,-75.7678,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Narragansett,Providence-New Bedford-Fall River,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,7,µg/m³,41.4942,-71.4219,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Rhode Island Dept. of Environmental Management""}]"
Kaufman C71,Dallas-Fort Worth-Arlington,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,15.3,µg/m³,32.565,-96.3175,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
LEEDS,Birmingham-Hoover,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,6.4,µg/m³,33.5453,-86.5492,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Jefferson County Department of Health""}]"
Tulsa,Tulsa,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,11,µg/m³,36.206699,-95.976402,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Rose Elementary,Tucson,US,2017-02-28T07:00:00.000Z,2017-02-28T00:00:00-07:00,pm25,3,µg/m³,32.1731,-110.9797,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pima County Department of Environmental Quality""}]"
Coachline,Tucson,US,2017-02-28T07:00:00.000Z,2017-02-28T00:00:00-07:00,pm25,2,µg/m³,32.3806,-111.1272,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pima County Department of Environmental Quality""}]"
Green Valley,Tucson,US,2017-02-28T07:00:00.000Z,2017-02-28T00:00:00-07:00,pm25,4,µg/m³,31.8794,-110.9964,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pima County Department of Environmental Quality""}]"
Sequoia and Kings Ca,Visalia-Porterville,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,14,µg/m³,36.489399,-118.826897,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""National Park Service""}]"
Seabrook Friendship,Houston-Sugar Land-Baytown,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,9.7,µg/m³,29.5831,-95.0156,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Karnack C85,Marshall,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,9.7,µg/m³,32.6706,-94.1681,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Conroe Relocated C78,Houston-Sugar Land-Baytown,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,14.6,µg/m³,30.3503,-95.425,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Haws Athletic Center,Dallas-Fort Worth-Arlington,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,15,µg/m³,32.7592,-97.3414,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Arlington Municipal,Dallas-Fort Worth-Arlington,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,15.8,µg/m³,32.6558,-97.0886,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
RUTLAND,Rutland,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,20,µg/m³,43.608528,-72.98246,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Vermont Air Quality & Climate Division""}]"
City Park,New Orleans-Metairie-Kenner,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,11.2,µg/m³,29.9933,-90.1014,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisiana Department of Environmental Quality""}]"
Acadia NP - McFarlan,HANCOCK,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,6,µg/m³,44.377048,-68.260902,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maine Dept. of Environmental Protection""}]"
Jersey City FH,New York-Northern New Jersey-Long Island,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,8.5,µg/m³,40.725452,-74.052292,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Corpus Christi Dona,Corpus Christi,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,24.9,µg/m³,27.811814,-97.4657,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
