location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Cheeka Peak,Port Angeles,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,1.3,µg/m³,48.2867,-124.6203,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Darrington-Fir St,Seattle-Tacoma-Bellevue,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,4.9,µg/m³,48.246799,-121.603104,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
LLCHD BAM,Lincoln,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,20,µg/m³,40.8125,-96.683098,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Nebraska Department of Environmental Quality""}]"
WIND CAVE,CUSTER,US,2017-02-28T07:00:00.000Z,2017-02-28T00:00:00-07:00,pm25,4.9,µg/m³,43.557613,-103.483658,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
St. Maries,BENEWAH,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,6,µg/m³,47.3167,-116.570297,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
San Antonio Palo Alt,San Antonio,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,21.4,µg/m³,29.332803,-98.551396,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
San Antonio Old Hwy9,San Antonio,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,22,µg/m³,29.423933,-98.580505,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Galveston Airport C1,Houston-Sugar Land-Baytown,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,10.4,µg/m³,29.2631,-94.8564,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Durham Armory,Durham,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,11.3,µg/m³,35.9919,-78.8964,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Divison of Air Quality""}]"
Waco C1037,Waco,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,12.8,µg/m³,31.6531,-97.0706,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Kamiah-ID,IDAHO,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,4.5,µg/m³,46.2094,-116.027496,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Lapwai-ID,Lewiston,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,-0.1,µg/m³,46.397202,-116.806198,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Groton Fort Griswold,Norwich-New London,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,10,µg/m³,41.3536,-72.0789,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Connecticut Dept. of Energy and Environmental Protection""}]"
ADEQ-DSR,Little Rock-North Little Rock,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,4.9,µg/m³,34.6811,-92.3283,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Arkansas Department of Environmental Quality""}]"
Santa Fe Airport,Santa Fe,US,2017-02-28T07:00:00.000Z,2017-02-28T00:00:00-07:00,pm25,1.6,µg/m³,35.6198,-106.0797,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Mexico Air Quality Bureau""}]"
Taholah-Quinault Tri,Aberdeen,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,3.7,µg/m³,47.339802,-124.291801,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Indpls-W.18th St,Indianapolis,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,5.7,µg/m³,39.7889,-86.2147,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Indiana Dept. of Environmental Management 2""}]"
Mt Vernon-2nd Ave,Mount Vernon-Anacortes,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,3.3,µg/m³,48.410198,-122.337601,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Plummer CDA Tribe,BENEWAH,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,3.1,µg/m³,47.3386,-116.885902,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
"Iowa City, Hoover Sc",Iowa City,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,12,µg/m³,41.658195,-91.503471,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Iowa DNR""}]"
Lawton North,Lawton,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,19.5,µg/m³,34.632999,-98.428802,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Warner Robins,Warner Robins,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,7.1,µg/m³,32.6056,-83.5979,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Valdosta,Valdosta,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,12,µg/m³,30.8486,-83.2933,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
PUBLIC HEALTH,Cedar Rapids,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,10,µg/m³,41.9767,-91.6878,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Linn Co. Public Health""}]"
PUBLIC HEALTH 4,Cedar Rapids,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,9,µg/m³,41.97677,-91.68766,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Linn Co. Public Health""}]"
PITTAGCT,Greenville,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,5.8,µg/m³,35.638599,-77.358002,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Divison of Air Quality""}]"
Hilo,Hilo,US,2017-02-28T07:00:00.000Z,2017-02-27T21:00:00-10:00,pm25,13,µg/m³,19.717562,-155.110535,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
Kona,Hilo,US,2017-02-28T07:00:00.000Z,2017-02-27T21:00:00-10:00,pm25,28,µg/m³,19.5097,-155.9133,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
Pahala,Hilo,US,2017-02-28T07:00:00.000Z,2017-02-27T21:00:00-10:00,pm25,3,µg/m³,19.2065,-155.4689,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
LAN1,Lancaster,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,8.3,µg/m³,40.0439,-76.1125,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Colorado College,Colorado Springs,US,2017-02-28T07:00:00.000Z,2017-02-28T00:00:00-07:00,pm25,1.8,µg/m³,38.848,-104.8286,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Colorado Department of Public Health and Environment""}]"
Madisonville,New Orleans-Metairie-Kenner,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,5.7,µg/m³,30.4293,-90.1997,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisiana Department of Environmental Quality""}]"
Idaho Falls / Penfor,Idaho Falls,US,2017-02-28T07:00:00.000Z,2017-02-28T00:00:00-07:00,pm25,1,µg/m³,43.4683,-112.053101,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Kapolei,Honolulu,US,2017-02-28T07:00:00.000Z,2017-02-27T21:00:00-10:00,pm25,2,µg/m³,21.323601,-158.088593,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
"Kihei, Maui",Kahului-Wailuku,US,2017-02-28T07:00:00.000Z,2017-02-27T21:00:00-10:00,pm25,3,µg/m³,20.7808,-156.4461,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
Sioux Falls,MINNEHAHA,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,9.5,µg/m³,43.54792,-96.700768,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
St Regis Mohawk-NY,Malone,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,25,µg/m³,44.980598,-74.695297,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Anderson-Eastside El,Anderson,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,11,µg/m³,40.125557,-85.652222,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Indiana Dept. of Environmental Management 2""}]"
Badlands,JACKSON,US,2017-02-28T07:00:00.000Z,2017-02-28T00:00:00-07:00,pm25,5.6,µg/m³,43.746944,-101.941109,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
SHELBY FARMS,Memphis,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,5.9,µg/m³,35.151588,-89.85022,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Memphis and Shelby County Health Department""}]"
Lebanon,LEBANON,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,20,µg/m³,40.33733,-76.383446,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Shelton-W Franklin,Shelton,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,4.7,µg/m³,47.213551,-123.100807,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Omak-Colville Tribe,OKANOGAN,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,3,µg/m³,48.39999,-119.518959,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Hattiesburg,Hattiesburg,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,9.1,µg/m³,31.322779,-89.287498,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mississippi DEQ""}]"
Amanda  Elementary,BUTLER,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,8.6,µg/m³,39.478849,-84.407675,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Yankee Road,BUTLER,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,8.7,µg/m³,39.472436,-84.394952,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
West Duluth,Duluth,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,7,µg/m³,46.743889,-92.166946,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Ponca City,KAY,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,23.2,µg/m³,36.697189,-97.081278,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Eliza Howell- Roadwa,WAYNE,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,21,µg/m³,42.38599,-83.266319,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
Shoshone Bannock Tri,BANNOCK,US,2017-02-28T07:00:00.000Z,2017-02-28T00:00:00-07:00,pm25,7.3,µg/m³,42.589833,-112.458889,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Horn Point,DORCHESTER,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,10,µg/m³,38.5876,-76.1408,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Camden Spruce St,Philadelphia-Camden-Wilmington,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,7.2,µg/m³,39.934446,-75.125291,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Credit Union,Rapid City,US,2017-02-28T07:00:00.000Z,2017-02-28T00:00:00-07:00,pm25,12.7,µg/m³,44.087397,-103.273777,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Anacortes-202 Ave (S,SKAGIT,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,13,µg/m³,48.52059,-122.61428,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Bremerton-Spruce Ave,KITSAP,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,3.2,µg/m³,47.592675,-122.627397,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Chico -  East,BUTTE,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,5,µg/m³,39.76161,-121.84048,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Fresno - Garland,FRESNO,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,8.2,µg/m³,36.785378,-119.773206,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Roosvelt,DUCHESNE,US,2017-02-28T07:00:00.000Z,2017-02-28T00:00:00-07:00,pm25,0.6,µg/m³,40.2943,-110.009,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Utah Department of Environmental Quality""}]"
Watertown,CODINGTON,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,8.7,µg/m³,44.89965,-97.128802,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Research Farm,BROOKINGS,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,13.4,µg/m³,44.348604,-96.807299,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Londonderry - Moose,ROCKINGHAM,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,11,µg/m³,42.862531,-71.38014,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Hampshire Dept. of Environmental Services""}]"
Keeler,Bishop,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,1.8,µg/m³,36.4878,-117.871,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Great Basin Unified Air Pollution Control District""}]"
"Paia, Maui",MAUI,US,2017-02-28T07:00:00.000Z,2017-02-27T21:00:00-10:00,pm25,3,µg/m³,20.902031,-156.370344,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
Minneapolis-Near Roa,Minneapolis-St. Paul-Bloomington,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,14,µg/m³,44.9653,-93.2551,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Chelan-Woodin Ave,CHELAN,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,7,µg/m³,47.83861,-120.02306,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Cicero2,COOK,US,2017-02-28T07:00:00.000Z,2017-02-28T01:00:00-06:00,pm25,14.3,µg/m³,41.864329,-87.748826,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
Candor FRO,MONTGOMERY,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,14.3,µg/m³,35.2632,-79.8635,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Divison of Air Quality""}]"
NEW,PHILADELPHIA,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,10.3,µg/m³,39.991389,-75.080833,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Philadelphia Air Management Services""}]"
Garden,Anchorage,US,2017-02-28T07:00:00.000Z,2017-02-27T22:00:00-09:00,pm25,2,µg/m³,61.205861,-149.8246,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""State of Alaska DEC""}]"
Parkgate (Eagle Rive,Anchorage,US,2017-02-28T07:00:00.000Z,2017-02-27T22:00:00-09:00,pm25,2,µg/m³,61.3267,-149.569707,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""State of Alaska DEC""}]"
NCore,Fairbanks,US,2017-02-28T07:00:00.000Z,2017-02-27T22:00:00-09:00,pm25,6,µg/m³,64.8458,-147.72727,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""State of Alaska DEC""}]"
Butte (Harrison Cour,MATANUSKA-SUSITNA,US,2017-02-28T07:00:00.000Z,2017-02-27T22:00:00-09:00,pm25,-1,µg/m³,61.534163,-149.031655,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""State of Alaska DEC""}]"
Blackstone,LEE,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,7.4,µg/m³,35.4325,-79.2887,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Divison of Air Quality""}]"
North Pole Fire Stat,Fairbanks,US,2017-02-28T07:00:00.000Z,2017-02-27T22:00:00-09:00,pm25,0,µg/m³,64.762973,-147.310297,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""State of Alaska DEC""}]"
Twin Falls PM25,TWIN FALLS,US,2017-02-28T07:00:00.000Z,2017-02-28T00:00:00-07:00,pm25,1,µg/m³,42.565089,-114.494717,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Cincinnati Near Road,Cincinnati-Middletown,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,9.5,µg/m³,39.146025,-84.538375,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Cortina Rancheria,COLUSA,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,5,µg/m³,39.015,-122.286111,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Sebastopol,Santa Rosa-Petaluma,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,5,µg/m³,38.403765,-122.818294,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Towanda,BRADFORD,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,9.9,µg/m³,41.705226,-76.512726,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Indpls - I-70 E,Indianapolis,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,10.1,µg/m³,39.787933,-86.13088,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Indiana Dept. of Environmental Management 2""}]"
Paradise Theater,BUTTE,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,10,µg/m³,39.753889,-121.624444,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Fort Lee Near Road,New York-Northern New Jersey-Long Island,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,3.1,µg/m³,40.85355,-73.9661,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Cottage Grove City S,Eugene-Springfield,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,2.6,µg/m³,43.7995,-123.0535,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Lane Regional Air Protection Agency""}]"
Howard County Near R,HOWARD,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,8,µg/m³,39.143197,-76.846192,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Madawaska PSB,AROOSTOOK,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,10,µg/m³,47.3553,-68.3211,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maine Dept. of Environmental Protection""}]"
Willows-Colusa,GLENN,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,11,µg/m³,39.533889,-122.190833,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Otay Mesa - Donovan,San Diego-Carlsbad-San Marcos,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,2.3,µg/m³,32.579361,-116.929486,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Diego APCD""}]"
Dayton - Sinclair,Dayton,US,2017-02-28T07:00:00.000Z,2017-02-28T02:00:00-05:00,pm25,3.4,µg/m³,39.758235,-84.197375,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Laney College,San Francisco-Oakland-Fremont,US,2017-02-28T07:00:00.000Z,2017-02-27T23:00:00-08:00,pm25,4,µg/m³,37.793624,-122.263376,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
